area_name,area_code,date,new_cases,total_cases
Hounslow,E09000018,22/11/2020,48,5093
Hounslow,E09000018,23/11/2020,77,5170
Hounslow,E09000018,24/11/2020,83,5253
Hounslow,E09000018,25/11/2020,73,5326
Hounslow,E09000018,26/11/2020,73,5399
Hounslow,E09000018,27/11/2020,53,5452
Hounslow,E09000018,28/11/2020,52,5504
Hounslow,E09000018,29/11/2020,37,5541
Hounslow,E09000018,30/11/2020,65,5606
Hounslow,E09000018,01/12/2020,52,5658
Hounslow,E09000018,02/12/2020,91,5749
Hounslow,E09000018,03/12/2020,56,5805
Hounslow,E09000018,04/12/2020,70,5875
Hounslow,E09000018,05/12/2020,49,5924
Hounslow,E09000018,06/12/2020,68,5992
Hounslow,E09000018,07/12/2020,86,6078
Hounslow,E09000018,08/12/2020,89,6167
Hounslow,E09000018,09/12/2020,126,6293
Hounslow,E09000018,10/12/2020,119,6412
Hounslow,E09000018,11/12/2020,147,6559
Hounslow,E09000018,12/12/2020,110,6669
Hounslow,E09000018,13/12/2020,99,6768
Hounslow,E09000018,14/12/2020,191,6959
Hounslow,E09000018,15/12/2020,175,7134
Hounslow,E09000018,16/12/2020,276,7410
Hounslow,E09000018,17/12/2020,245,7655
Hounslow,E09000018,18/12/2020,271,7926
Hounslow,E09000018,19/12/2020,162,8088
Hounslow,E09000018,20/12/2020,257,8345
Hounslow,E09000018,21/12/2020,343,8688
Hounslow,E09000018,22/12/2020,396,9084
Hounslow,E09000018,23/12/2020,275,9359
Hounslow,E09000018,24/12/2020,349,9708
Hounslow,E09000018,25/12/2020,153,9861
Hounslow,E09000018,26/12/2020,417,10278
Hounslow,E09000018,27/12/2020,389,10667
Hounslow,E09000018,28/12/2020,324,10991
Hounslow,E09000018,29/12/2020,572,11563
Hounslow,E09000018,30/12/2020,595,12158
Hounslow,E09000018,31/12/2020,396,12554
Hounslow,E09000018,01/01/2021,279,12833
Hounslow,E09000018,02/01/2021,466,13299
Hounslow,E09000018,03/01/2021,471,13770
Hounslow,E09000018,04/01/2021,531,14301
Hounslow,E09000018,05/01/2021,517,14818
Hounslow,E09000018,06/01/2021,459,15277
Hounslow,E09000018,07/01/2021,398,15675
Hounslow,E09000018,08/01/2021,366,16041
Hounslow,E09000018,09/01/2021,276,16317
Hounslow,E09000018,10/01/2021,330,16647
Hounslow,E09000018,11/01/2021,452,17099
Hounslow,E09000018,12/01/2021,381,17480
Hounslow,E09000018,13/01/2021,379,17859
Hounslow,E09000018,14/01/2021,389,18248
Hounslow,E09000018,15/01/2021,331,18579
Hounslow,E09000018,16/01/2021,270,18849
Hounslow,E09000018,17/01/2021,253,19102
Hounslow,E09000018,18/01/2021,314,19416
Hounslow,E09000018,19/01/2021,322,19738
Hounslow,E09000018,20/01/2021,259,19997
Hounslow,E09000018,21/01/2021,252,20249
Hounslow,E09000018,22/01/2021,199,20448
Hounslow,E09000018,23/01/2021,179,20627
Hounslow,E09000018,24/01/2021,115,20742
Hounslow,E09000018,25/01/2021,220,20962
Hounslow,E09000018,26/01/2021,178,21140
Hounslow,E09000018,27/01/2021,149,21289
Hounslow,E09000018,28/01/2021,179,21468
Hounslow,E09000018,29/01/2021,168,21636
Hounslow,E09000018,30/01/2021,143,21779
Hounslow,E09000018,31/01/2021,125,21904
Hounslow,E09000018,01/02/2021,162,22066
Hounslow,E09000018,02/02/2021,138,22204
Hounslow,E09000018,03/02/2021,133,22337
Hounslow,E09000018,04/02/2021,109,22446
Hounslow,E09000018,05/02/2021,86,22532
Hounslow,E09000018,06/02/2021,66,22598
Hounslow,E09000018,07/02/2021,7,22605
Islington,E09000019,31/01/2020,0,0
Islington,E09000019,01/02/2020,0,0
Islington,E09000019,02/02/2020,0,0
Islington,E09000019,03/02/2020,0,0
Islington,E09000019,04/02/2020,0,0
Islington,E09000019,05/02/2020,0,0
Islington,E09000019,06/02/2020,0,0
Islington,E09000019,07/02/2020,0,0
Islington,E09000019,08/02/2020,0,0
Islington,E09000019,09/02/2020,0,0
Islington,E09000019,10/02/2020,0,0
Islington,E09000019,11/02/2020,0,0
Islington,E09000019,12/02/2020,0,0
Islington,E09000019,13/02/2020,0,0
Islington,E09000019,14/02/2020,0,0
Islington,E09000019,15/02/2020,0,0
Islington,E09000019,16/02/2020,0,0
Islington,E09000019,17/02/2020,0,0
Islington,E09000019,18/02/2020,0,0
Islington,E09000019,19/02/2020,0,0
Islington,E09000019,20/02/2020,0,0
Islington,E09000019,21/02/2020,0,0
Islington,E09000019,22/02/2020,0,0
Islington,E09000019,23/02/2020,0,0
Islington,E09000019,24/02/2020,0,0
Islington,E09000019,25/02/2020,0,0
Islington,E09000019,26/02/2020,0,0
Islington,E09000019,27/02/2020,0,0
Islington,E09000019,28/02/2020,0,0
Islington,E09000019,29/02/2020,0,0
Islington,E09000019,01/03/2020,0,0
Islington,E09000019,02/03/2020,0,0
Islington,E09000019,03/03/2020,0,0
Islington,E09000019,04/03/2020,0,0
Islington,E09000019,05/03/2020,0,0
Islington,E09000019,06/03/2020,0,0
Islington,E09000019,07/03/2020,0,0
Islington,E09000019,08/03/2020,1,1
Islington,E09000019,09/03/2020,0,1
Islington,E09000019,10/03/2020,2,3
Islington,E09000019,11/03/2020,2,5
Islington,E09000019,12/03/2020,10,15
Islington,E09000019,13/03/2020,5,20
Islington,E09000019,14/03/2020,5,25
Islington,E09000019,15/03/2020,6,31
Islington,E09000019,16/03/2020,5,36
Islington,E09000019,17/03/2020,7,43
Islington,E09000019,18/03/2020,8,51
Islington,E09000019,19/03/2020,9,60
Islington,E09000019,20/03/2020,3,63
Islington,E09000019,21/03/2020,9,72
Islington,E09000019,22/03/2020,8,80
Islington,E09000019,23/03/2020,24,104
Islington,E09000019,24/03/2020,19,123
Islington,E09000019,25/03/2020,11,134
Islington,E09000019,26/03/2020,8,142
Islington,E09000019,27/03/2020,15,157
Islington,E09000019,28/03/2020,7,164
Islington,E09000019,29/03/2020,12,176
Islington,E09000019,30/03/2020,17,193
Islington,E09000019,31/03/2020,20,213
Islington,E09000019,01/04/2020,17,230
Islington,E09000019,02/04/2020,21,251
Islington,E09000019,03/04/2020,15,266
Islington,E09000019,04/04/2020,17,283
Islington,E09000019,05/04/2020,5,288
Islington,E09000019,06/04/2020,8,296
Islington,E09000019,07/04/2020,14,310
Islington,E09000019,08/04/2020,12,322
Islington,E09000019,09/04/2020,12,334
Islington,E09000019,10/04/2020,4,338
Islington,E09000019,11/04/2020,4,342
Islington,E09000019,12/04/2020,7,349
Islington,E09000019,13/04/2020,7,356
Islington,E09000019,14/04/2020,7,363
Islington,E09000019,15/04/2020,11,374
Islington,E09000019,16/04/2020,7,381
Islington,E09000019,17/04/2020,12,393
Islington,E09000019,18/04/2020,4,397
Islington,E09000019,19/04/2020,1,398
Islington,E09000019,20/04/2020,12,410
Islington,E09000019,21/04/2020,4,414
Islington,E09000019,22/04/2020,3,417
Islington,E09000019,23/04/2020,8,425
Islington,E09000019,24/04/2020,4,429
Islington,E09000019,25/04/2020,1,430
Islington,E09000019,26/04/2020,7,437
Islington,E09000019,27/04/2020,7,444
Islington,E09000019,28/04/2020,4,448
Islington,E09000019,29/04/2020,2,450
Islington,E09000019,30/04/2020,6,456
Islington,E09000019,01/05/2020,5,461
Islington,E09000019,02/05/2020,1,462
Islington,E09000019,03/05/2020,4,466
Islington,E09000019,04/05/2020,4,470
Islington,E09000019,05/05/2020,2,472
Islington,E09000019,06/05/2020,2,474
Islington,E09000019,07/05/2020,2,476
Islington,E09000019,08/05/2020,6,482
Islington,E09000019,09/05/2020,4,486
Islington,E09000019,10/05/2020,0,486
Islington,E09000019,11/05/2020,5,491
Islington,E09000019,12/05/2020,2,493
Islington,E09000019,13/05/2020,4,497
Islington,E09000019,14/05/2020,1,498
Islington,E09000019,15/05/2020,4,502
Islington,E09000019,16/05/2020,2,504
Islington,E09000019,17/05/2020,2,506
Islington,E09000019,18/05/2020,1,507
Islington,E09000019,19/05/2020,3,510
Islington,E09000019,20/05/2020,1,511
Islington,E09000019,21/05/2020,1,512
Islington,E09000019,22/05/2020,2,514
Islington,E09000019,23/05/2020,1,515
Islington,E09000019,24/05/2020,0,515
Islington,E09000019,25/05/2020,2,517
Islington,E09000019,26/05/2020,1,518
Islington,E09000019,27/05/2020,2,520
Islington,E09000019,28/05/2020,0,520
Islington,E09000019,29/05/2020,1,521
Islington,E09000019,30/05/2020,1,522
Islington,E09000019,31/05/2020,0,522
Islington,E09000019,01/06/2020,1,523
Islington,E09000019,02/06/2020,1,524
Islington,E09000019,03/06/2020,1,525
Islington,E09000019,04/06/2020,0,525
Islington,E09000019,05/06/2020,3,528
Islington,E09000019,06/06/2020,0,528
Islington,E09000019,07/06/2020,1,529
Islington,E09000019,08/06/2020,0,529
Islington,E09000019,09/06/2020,0,529
Islington,E09000019,10/06/2020,1,530
Islington,E09000019,11/06/2020,3,533
Islington,E09000019,12/06/2020,1,534
Islington,E09000019,13/06/2020,1,535
Islington,E09000019,14/06/2020,1,536
Islington,E09000019,15/06/2020,1,537
Islington,E09000019,16/06/2020,1,538
Islington,E09000019,17/06/2020,1,539
Islington,E09000019,18/06/2020,3,542
Islington,E09000019,19/06/2020,0,542
Islington,E09000019,20/06/2020,1,543
Islington,E09000019,21/06/2020,0,543
Islington,E09000019,22/06/2020,0,543
Islington,E09000019,23/06/2020,0,543
Islington,E09000019,24/06/2020,1,544
Islington,E09000019,25/06/2020,0,544
Islington,E09000019,26/06/2020,0,544
Islington,E09000019,27/06/2020,1,545
Islington,E09000019,28/06/2020,0,545
Islington,E09000019,29/06/2020,2,547
Islington,E09000019,30/06/2020,1,548
Islington,E09000019,01/07/2020,1,549
Islington,E09000019,02/07/2020,1,550
Islington,E09000019,03/07/2020,1,551
Islington,E09000019,04/07/2020,0,551
Islington,E09000019,05/07/2020,2,553
Islington,E09000019,06/07/2020,1,554
Islington,E09000019,07/07/2020,1,555
Islington,E09000019,08/07/2020,0,555
Islington,E09000019,09/07/2020,2,557
Islington,E09000019,10/07/2020,0,557
Islington,E09000019,11/07/2020,0,557
Islington,E09000019,12/07/2020,2,559
Islington,E09000019,13/07/2020,1,560
Islington,E09000019,14/07/2020,2,562
Islington,E09000019,15/07/2020,1,563
Islington,E09000019,16/07/2020,2,565
Islington,E09000019,17/07/2020,1,566
Islington,E09000019,18/07/2020,2,568
Islington,E09000019,19/07/2020,0,568
Islington,E09000019,20/07/2020,2,570
Islington,E09000019,21/07/2020,3,573
Islington,E09000019,22/07/2020,1,574
Islington,E09000019,23/07/2020,2,576
Islington,E09000019,24/07/2020,3,579
Islington,E09000019,25/07/2020,1,580
Islington,E09000019,26/07/2020,2,582
Islington,E09000019,27/07/2020,2,584
Islington,E09000019,28/07/2020,2,586
Islington,E09000019,29/07/2020,1,587
Islington,E09000019,30/07/2020,1,588
Islington,E09000019,31/07/2020,2,590
Islington,E09000019,01/08/2020,2,592
Islington,E09000019,02/08/2020,0,592
Islington,E09000019,03/08/2020,2,594
Islington,E09000019,04/08/2020,2,596
Islington,E09000019,05/08/2020,2,598
Islington,E09000019,06/08/2020,5,603
Islington,E09000019,07/08/2020,3,606
Islington,E09000019,08/08/2020,0,606
Islington,E09000019,09/08/2020,0,606
Islington,E09000019,10/08/2020,1,607
Islington,E09000019,11/08/2020,3,610
Islington,E09000019,12/08/2020,2,612
Islington,E09000019,13/08/2020,0,612
Islington,E09000019,14/08/2020,0,612
Islington,E09000019,15/08/2020,2,614
Islington,E09000019,16/08/2020,0,614
Islington,E09000019,17/08/2020,5,619
Islington,E09000019,18/08/2020,2,621
Islington,E09000019,19/08/2020,3,624
Islington,E09000019,20/08/2020,4,628
Islington,E09000019,21/08/2020,8,636
Islington,E09000019,22/08/2020,2,638
Islington,E09000019,23/08/2020,1,639
Islington,E09000019,24/08/2020,7,646
Islington,E09000019,25/08/2020,4,650
Islington,E09000019,26/08/2020,2,652
Islington,E09000019,27/08/2020,6,658
Islington,E09000019,28/08/2020,3,661
Islington,E09000019,29/08/2020,3,664
Islington,E09000019,30/08/2020,1,665
Islington,E09000019,31/08/2020,3,668
Islington,E09000019,01/09/2020,6,674
Islington,E09000019,02/09/2020,12,686
Islington,E09000019,03/09/2020,9,695
Islington,E09000019,04/09/2020,11,706
Islington,E09000019,05/09/2020,8,714
Islington,E09000019,06/09/2020,5,719
Islington,E09000019,07/09/2020,14,733
Islington,E09000019,08/09/2020,8,741
Islington,E09000019,09/09/2020,8,749
Islington,E09000019,10/09/2020,4,753
Islington,E09000019,11/09/2020,6,759
Islington,E09000019,12/09/2020,6,765
Islington,E09000019,13/09/2020,1,766
Islington,E09000019,14/09/2020,7,773
Islington,E09000019,15/09/2020,12,785
Islington,E09000019,16/09/2020,12,797
Islington,E09000019,17/09/2020,6,803
Islington,E09000019,18/09/2020,4,807
Islington,E09000019,19/09/2020,11,818
Islington,E09000019,20/09/2020,7,825
Islington,E09000019,21/09/2020,14,839
Islington,E09000019,22/09/2020,14,853
Islington,E09000019,23/09/2020,14,867
Islington,E09000019,24/09/2020,13,880
Islington,E09000019,25/09/2020,17,897
Islington,E09000019,26/09/2020,14,911
Islington,E09000019,27/09/2020,14,925
Islington,E09000019,28/09/2020,31,956
Islington,E09000019,29/09/2020,16,972
Islington,E09000019,30/09/2020,45,1017
Islington,E09000019,01/10/2020,28,1045
Islington,E09000019,02/10/2020,25,1070
Islington,E09000019,03/10/2020,17,1087
Islington,E09000019,04/10/2020,24,1111
Islington,E09000019,05/10/2020,33,1144
Islington,E09000019,06/10/2020,35,1179
Islington,E09000019,07/10/2020,34,1213
Islington,E09000019,08/10/2020,33,1246
Islington,E09000019,09/10/2020,42,1288
Islington,E09000019,10/10/2020,23,1311
Islington,E09000019,11/10/2020,22,1333
Islington,E09000019,12/10/2020,41,1374
Islington,E09000019,13/10/2020,40,1414
Islington,E09000019,14/10/2020,41,1455
Islington,E09000019,15/10/2020,54,1509
Islington,E09000019,16/10/2020,45,1554
Islington,E09000019,17/10/2020,34,1588
Islington,E09000019,18/10/2020,29,1617
Islington,E09000019,19/10/2020,61,1678
Islington,E09000019,20/10/2020,61,1739
Islington,E09000019,21/10/2020,72,1811
Islington,E09000019,22/10/2020,72,1883
Islington,E09000019,23/10/2020,43,1926
Islington,E09000019,24/10/2020,37,1963
Islington,E09000019,25/10/2020,28,1991
Islington,E09000019,26/10/2020,58,2049
Islington,E09000019,27/10/2020,50,2099
Islington,E09000019,28/10/2020,45,2144
Islington,E09000019,29/10/2020,42,2186
Islington,E09000019,30/10/2020,41,2227
Islington,E09000019,31/10/2020,31,2258
Islington,E09000019,01/11/2020,23,2281
Islington,E09000019,02/11/2020,49,2330
Islington,E09000019,03/11/2020,52,2382
Islington,E09000019,04/11/2020,41,2423
Islington,E09000019,05/11/2020,63,2486
Islington,E09000019,06/11/2020,57,2543
Islington,E09000019,07/11/2020,47,2590
Islington,E09000019,08/11/2020,47,2637
Islington,E09000019,09/11/2020,90,2727
Islington,E09000019,10/11/2020,61,2788
Islington,E09000019,11/11/2020,68,2856
Islington,E09000019,12/11/2020,54,2910
Islington,E09000019,13/11/2020,60,2970
Islington,E09000019,14/11/2020,40,3010
Islington,E09000019,15/11/2020,28,3038
Islington,E09000019,16/11/2020,61,3099
Islington,E09000019,17/11/2020,53,3152
Islington,E09000019,18/11/2020,53,3205
Islington,E09000019,19/11/2020,37,3242
Islington,E09000019,20/11/2020,43,3285
Islington,E09000019,21/11/2020,28,3313
Islington,E09000019,22/11/2020,30,3343
Islington,E09000019,23/11/2020,49,3392
Islington,E09000019,24/11/2020,37,3429
Islington,E09000019,25/11/2020,29,3458
Islington,E09000019,26/11/2020,37,3495
Islington,E09000019,27/11/2020,40,3535
Islington,E09000019,28/11/2020,28,3563
Islington,E09000019,29/11/2020,38,3601
Islington,E09000019,30/11/2020,59,3660
Islington,E09000019,01/12/2020,51,3711
Islington,E09000019,02/12/2020,37,3748
Islington,E09000019,03/12/2020,32,3780
Islington,E09000019,04/12/2020,52,3832
Islington,E09000019,05/12/2020,54,3886
Islington,E09000019,06/12/2020,41,3927
Islington,E09000019,07/12/2020,61,3988
Islington,E09000019,08/12/2020,75,4063
Islington,E09000019,09/12/2020,79,4142
Islington,E09000019,10/12/2020,124,4266
Islington,E09000019,11/12/2020,113,4379
Islington,E09000019,12/12/2020,82,4461
Islington,E09000019,13/12/2020,95,4556
Islington,E09000019,14/12/2020,202,4758
Islington,E09000019,15/12/2020,211,4969
Islington,E09000019,16/12/2020,240,5209
Islington,E09000019,17/12/2020,238,5447
Islington,E09000019,18/12/2020,255,5702
Islington,E09000019,19/12/2020,191,5893
Islington,E09000019,20/12/2020,190,6083
Islington,E09000019,21/12/2020,268,6351
Islington,E09000019,22/12/2020,313,6664
Islington,E09000019,23/12/2020,270,6934
Islington,E09000019,24/12/2020,154,7088
Islington,E09000019,25/12/2020,86,7174
Islington,E09000019,26/12/2020,276,7450
Islington,E09000019,27/12/2020,281,7731
Islington,E09000019,28/12/2020,200,7931
Islington,E09000019,29/12/2020,400,8331
Islington,E09000019,30/12/2020,382,8713
Islington,E09000019,31/12/2020,244,8957
Islington,E09000019,01/01/2021,144,9101
Islington,E09000019,02/01/2021,256,9357
Islington,E09000019,03/01/2021,325,9682
Islington,E09000019,04/01/2021,370,10052
Islington,E09000019,05/01/2021,314,10366
Islington,E09000019,06/01/2021,318,10684
Islington,E09000019,07/01/2021,220,10904
Islington,E09000019,08/01/2021,217,11121
Islington,E09000019,09/01/2021,172,11293
Islington,E09000019,10/01/2021,136,11429
Islington,E09000019,11/01/2021,268,11697
Islington,E09000019,12/01/2021,223,11920
Islington,E09000019,13/01/2021,170,12090
Islington,E09000019,14/01/2021,180,12270
Islington,E09000019,15/01/2021,217,12487
Islington,E09000019,16/01/2021,98,12585
Islington,E09000019,17/01/2021,96,12681
Islington,E09000019,18/01/2021,158,12839
Islington,E09000019,19/01/2021,105,12944
Islington,E09000019,20/01/2021,137,13081
Islington,E09000019,21/01/2021,110,13191
Islington,E09000019,22/01/2021,101,13292
Islington,E09000019,23/01/2021,86,13378
Islington,E09000019,24/01/2021,63,13441
Islington,E09000019,25/01/2021,111,13552
Islington,E09000019,26/01/2021,91,13643
Islington,E09000019,27/01/2021,79,13722
Islington,E09000019,28/01/2021,76,13798
Islington,E09000019,29/01/2021,57,13855
Islington,E09000019,30/01/2021,47,13902
Islington,E09000019,31/01/2021,35,13937
Islington,E09000019,01/02/2021,61,13998
Islington,E09000019,02/02/2021,47,14045
Islington,E09000019,03/02/2021,53,14098
Islington,E09000019,04/02/2021,24,14122
Islington,E09000019,05/02/2021,45,14167
Islington,E09000019,06/02/2021,29,14196
Islington,E09000019,07/02/2021,1,14197
Kensington and Chelsea,E09000020,31/01/2020,0,0
Kensington and Chelsea,E09000020,01/02/2020,0,0
Kensington and Chelsea,E09000020,02/02/2020,0,0
Kensington and Chelsea,E09000020,03/02/2020,0,0
Kensington and Chelsea,E09000020,04/02/2020,0,0
Kensington and Chelsea,E09000020,05/02/2020,0,0
Kensington and Chelsea,E09000020,06/02/2020,0,0
Kensington and Chelsea,E09000020,07/02/2020,0,0
Kensington and Chelsea,E09000020,08/02/2020,0,0
Kensington and Chelsea,E09000020,09/02/2020,0,0
Kensington and Chelsea,E09000020,10/02/2020,0,0
Kensington and Chelsea,E09000020,11/02/2020,0,0
Kensington and Chelsea,E09000020,12/02/2020,0,0
Kensington and Chelsea,E09000020,13/02/2020,0,0
Kensington and Chelsea,E09000020,14/02/2020,0,0
Kensington and Chelsea,E09000020,15/02/2020,0,0
Kensington and Chelsea,E09000020,16/02/2020,0,0
Kensington and Chelsea,E09000020,17/02/2020,0,0
Kensington and Chelsea,E09000020,18/02/2020,0,0
Kensington and Chelsea,E09000020,19/02/2020,0,0
Kensington and Chelsea,E09000020,20/02/2020,0,0
Kensington and Chelsea,E09000020,21/02/2020,0,0
Kensington and Chelsea,E09000020,22/02/2020,0,0
Kensington and Chelsea,E09000020,23/02/2020,0,0
Kensington and Chelsea,E09000020,24/02/2020,0,0
Kensington and Chelsea,E09000020,25/02/2020,0,0
Kensington and Chelsea,E09000020,26/02/2020,0,0
Kensington and Chelsea,E09000020,27/02/2020,1,1
Kensington and Chelsea,E09000020,28/02/2020,1,2
Kensington and Chelsea,E09000020,29/02/2020,0,2
Kensington and Chelsea,E09000020,01/03/2020,0,2
Kensington and Chelsea,E09000020,02/03/2020,4,6
Kensington and Chelsea,E09000020,03/03/2020,0,6
Kensington and Chelsea,E09000020,04/03/2020,4,10
Kensington and Chelsea,E09000020,05/03/2020,6,16
Kensington and Chelsea,E09000020,06/03/2020,0,16
Kensington and Chelsea,E09000020,07/03/2020,1,17
Kensington and Chelsea,E09000020,08/03/2020,2,19
Kensington and Chelsea,E09000020,09/03/2020,4,23
Kensington and Chelsea,E09000020,10/03/2020,10,33
Kensington and Chelsea,E09000020,11/03/2020,10,43
Kensington and Chelsea,E09000020,12/03/2020,6,49
Kensington and Chelsea,E09000020,13/03/2020,3,52
Kensington and Chelsea,E09000020,14/03/2020,4,56
Kensington and Chelsea,E09000020,15/03/2020,1,57
Kensington and Chelsea,E09000020,16/03/2020,6,63
Kensington and Chelsea,E09000020,17/03/2020,7,70
Kensington and Chelsea,E09000020,18/03/2020,8,78
Kensington and Chelsea,E09000020,19/03/2020,5,83
Kensington and Chelsea,E09000020,20/03/2020,5,88
Kensington and Chelsea,E09000020,21/03/2020,5,93
Kensington and Chelsea,E09000020,22/03/2020,6,99
Kensington and Chelsea,E09000020,23/03/2020,9,108
Kensington and Chelsea,E09000020,24/03/2020,8,116
Kensington and Chelsea,E09000020,25/03/2020,15,131
Kensington and Chelsea,E09000020,26/03/2020,24,155
Kensington and Chelsea,E09000020,27/03/2020,20,175
Kensington and Chelsea,E09000020,28/03/2020,9,184
Kensington and Chelsea,E09000020,29/03/2020,9,193
Kensington and Chelsea,E09000020,30/03/2020,23,216
Kensington and Chelsea,E09000020,31/03/2020,19,235
Kensington and Chelsea,E09000020,01/04/2020,16,251
Kensington and Chelsea,E09000020,02/04/2020,21,272
Kensington and Chelsea,E09000020,03/04/2020,14,286
Kensington and Chelsea,E09000020,04/04/2020,7,293
Kensington and Chelsea,E09000020,05/04/2020,6,299
Kensington and Chelsea,E09000020,06/04/2020,11,310
Kensington and Chelsea,E09000020,07/04/2020,19,329
Kensington and Chelsea,E09000020,08/04/2020,20,349
Kensington and Chelsea,E09000020,09/04/2020,18,367
Kensington and Chelsea,E09000020,10/04/2020,11,378
Kensington and Chelsea,E09000020,11/04/2020,4,382
Kensington and Chelsea,E09000020,12/04/2020,3,385
Kensington and Chelsea,E09000020,13/04/2020,7,392
Kensington and Chelsea,E09000020,14/04/2020,7,399
Kensington and Chelsea,E09000020,15/04/2020,6,405
Kensington and Chelsea,E09000020,16/04/2020,9,414
Kensington and Chelsea,E09000020,17/04/2020,8,422
Kensington and Chelsea,E09000020,18/04/2020,6,428
Kensington and Chelsea,E09000020,19/04/2020,1,429
Kensington and Chelsea,E09000020,20/04/2020,7,436
Kensington and Chelsea,E09000020,21/04/2020,6,442
Kensington and Chelsea,E09000020,22/04/2020,17,459
Kensington and Chelsea,E09000020,23/04/2020,6,465
Kensington and Chelsea,E09000020,24/04/2020,0,465
Kensington and Chelsea,E09000020,25/04/2020,5,470
Kensington and Chelsea,E09000020,26/04/2020,3,473
Kensington and Chelsea,E09000020,27/04/2020,5,478
Kensington and Chelsea,E09000020,28/04/2020,3,481
Kensington and Chelsea,E09000020,29/04/2020,2,483
Kensington and Chelsea,E09000020,30/04/2020,5,488
Kensington and Chelsea,E09000020,01/05/2020,5,493
Kensington and Chelsea,E09000020,02/05/2020,2,495
Kensington and Chelsea,E09000020,03/05/2020,3,498
Kensington and Chelsea,E09000020,04/05/2020,1,499
Kensington and Chelsea,E09000020,05/05/2020,1,500
Kensington and Chelsea,E09000020,06/05/2020,3,503
Kensington and Chelsea,E09000020,07/05/2020,4,507
Kensington and Chelsea,E09000020,08/05/2020,2,509
Kensington and Chelsea,E09000020,09/05/2020,2,511
Kensington and Chelsea,E09000020,10/05/2020,0,511
Kensington and Chelsea,E09000020,11/05/2020,1,512
Kensington and Chelsea,E09000020,12/05/2020,2,514
Kensington and Chelsea,E09000020,13/05/2020,1,515
Kensington and Chelsea,E09000020,14/05/2020,0,515
Kensington and Chelsea,E09000020,15/05/2020,1,516
Kensington and Chelsea,E09000020,16/05/2020,0,516
Kensington and Chelsea,E09000020,17/05/2020,2,518
Kensington and Chelsea,E09000020,18/05/2020,2,520
Kensington and Chelsea,E09000020,19/05/2020,0,520
Kensington and Chelsea,E09000020,20/05/2020,1,521
Kensington and Chelsea,E09000020,21/05/2020,5,526
Kensington and Chelsea,E09000020,22/05/2020,0,526
Kensington and Chelsea,E09000020,23/05/2020,1,527
Kensington and Chelsea,E09000020,24/05/2020,1,528
Kensington and Chelsea,E09000020,25/05/2020,0,528
Kensington and Chelsea,E09000020,26/05/2020,1,529
Kensington and Chelsea,E09000020,27/05/2020,0,529
Kensington and Chelsea,E09000020,28/05/2020,1,530
Kensington and Chelsea,E09000020,29/05/2020,2,532
Kensington and Chelsea,E09000020,30/05/2020,1,533
Kensington and Chelsea,E09000020,31/05/2020,0,533
Kensington and Chelsea,E09000020,01/06/2020,1,534
Kensington and Chelsea,E09000020,02/06/2020,0,534
Kensington and Chelsea,E09000020,03/06/2020,0,534
Kensington and Chelsea,E09000020,04/06/2020,0,534
Kensington and Chelsea,E09000020,05/06/2020,0,534
Kensington and Chelsea,E09000020,06/06/2020,1,535
Kensington and Chelsea,E09000020,07/06/2020,3,538
Kensington and Chelsea,E09000020,08/06/2020,1,539
Kensington and Chelsea,E09000020,09/06/2020,0,539
Kensington and Chelsea,E09000020,10/06/2020,0,539
Kensington and Chelsea,E09000020,11/06/2020,0,539
Kensington and Chelsea,E09000020,12/06/2020,1,540
Kensington and Chelsea,E09000020,13/06/2020,0,540
Kensington and Chelsea,E09000020,14/06/2020,2,542
Kensington and Chelsea,E09000020,15/06/2020,0,542
Kensington and Chelsea,E09000020,16/06/2020,1,543
Kensington and Chelsea,E09000020,17/06/2020,6,549
Kensington and Chelsea,E09000020,18/06/2020,0,549
Kensington and Chelsea,E09000020,19/06/2020,1,550
Kensington and Chelsea,E09000020,20/06/2020,0,550
Kensington and Chelsea,E09000020,21/06/2020,0,550
Kensington and Chelsea,E09000020,22/06/2020,2,552
Kensington and Chelsea,E09000020,23/06/2020,2,554
Kensington and Chelsea,E09000020,24/06/2020,3,557
Kensington and Chelsea,E09000020,25/06/2020,1,558
Kensington and Chelsea,E09000020,26/06/2020,0,558
Kensington and Chelsea,E09000020,27/06/2020,0,558
Kensington and Chelsea,E09000020,28/06/2020,0,558
Kensington and Chelsea,E09000020,29/06/2020,0,558
Kensington and Chelsea,E09000020,30/06/2020,1,559
Kensington and Chelsea,E09000020,01/07/2020,0,559
Kensington and Chelsea,E09000020,02/07/2020,0,559
Kensington and Chelsea,E09000020,03/07/2020,1,560
Kensington and Chelsea,E09000020,04/07/2020,0,560
Kensington and Chelsea,E09000020,05/07/2020,0,560
Kensington and Chelsea,E09000020,06/07/2020,1,561
Kensington and Chelsea,E09000020,07/07/2020,1,562
Kensington and Chelsea,E09000020,08/07/2020,1,563
Kensington and Chelsea,E09000020,09/07/2020,0,563
Kensington and Chelsea,E09000020,10/07/2020,1,564
Kensington and Chelsea,E09000020,11/07/2020,0,564
Kensington and Chelsea,E09000020,12/07/2020,0,564
Kensington and Chelsea,E09000020,13/07/2020,0,564
Kensington and Chelsea,E09000020,14/07/2020,0,564
Kensington and Chelsea,E09000020,15/07/2020,3,567
Kensington and Chelsea,E09000020,16/07/2020,1,568
Kensington and Chelsea,E09000020,17/07/2020,1,569
